propertyid,location,type,address,bedroom,bathroom,area ( Sq. Yd.),purpose,price,description,mobile,image-src
44736895,"DHA Phase 2, DHA Defence, Karachi, Sindh",Upper Portion,"DHA Defence, Karachi, Sindh",1,2,250,For Rent,75000,"Portion for rent. 
250 yards bungalow
DHA karachi. 
A spacious Upper Portion in DHA Phase 2 is hard to come by, so make your decision quickly. Grab this offer, because this property is one of the most sought-after places to rent in the city. 2250 Square Feet Upper Portion is available for rent in the best location. Of all the attractions of this property, its price-tag of Rs. 75,000 is perhaps the most important one. Property options in DHA Phase 2 are hard to come by as it's an in-demand area. So don't miss this chance now. We can help you find a place in Karachi. 

Some of the salient features of this property are described here. 
The drawing opens into a spacious dining room, making it convenient to entertain guests. 


For advice on current rentals, you can give us a call right away.",3421120740,https://media.zameen.com/thumbnails/212932841-800x600.jpeg
44737927,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Lower Portion,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,120,For Rent,52000,"GULSHAN E IQBAL BLOCK 1
2 PORTIONS AVAILABLE
GROUND FLOOR
1ST FLOOR
2BED+DD
2BED+DD
OUTCLASS TILED FLOORING PORTION
TILED REST ROOM
SECURED BOUNDARY WALL SOCIETY
NO ISSUE OF WATER GAS AND ELECTRICTY
SEPARATE ENTRANCE
SEPARATE METERS
FOR MORE DETAILS AND INFO PLS CALL
PICTURES ARE NOT ORIGINALLY ATTACHED",3341254692,https://media.zameen.com/thumbnails/213271447-800x600.jpeg
44740023,"Sehar Commercial Area, DHA Phase 7, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,2,100,For Rent,42000,flet for Rent 2 bed DD 1st floor sehar commercial banglo facsing,,https://media.zameen.com/thumbnails/212941000-800x600.jpeg
44740204,"Bufferzone - Sector 15-A/4, Buffer Zone, North Karachi, Karachi, Sindh",Upper Portion,"North Karachi, Karachi, Sindh",4,5,120,For Rent,52000,"15A4 RENT 52000
FIRST FLOOR PLUS SECOND FLOOR PER 2BED 2ATTACHED WASHROOMS
2KITCHEN WESTOPEN 36FT ROAD 
AR ESTATE BUFFERZONE View Contact Detail",3333961285,https://media.zameen.com/thumbnails/212914643-800x600.jpeg
44747020,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,"Cantt, Karachi, Sindh",5,6,375,For Rent,150000,"Askari 5 is the best Residential Project in area which is becoming a central place in Karachi after the launch of Bahria Town, DCK, and Super Highway societies. 
It has the following FACILITIES -
State of the Art Security. 
Digital Entry system introduced for your friends and family s convenience. 
All brands are available inside Malir Cantt i. e. Imtiaz Superstore, KFC, Hardees, Dunkin Donuts, BBQ Tonite, J Dot, Khadi, Outfitters, Ideas, and many more. 
Zero Percent Crime Ratio. 
Best Roads Infrastructure even on Rainy days. 
All Physical activity clubs are available like Golf Course, Tennis Courts, Squash Courts, Swimming Pool, Badminton Courts, Basket Ball Courts, Futsal Courts, and many more.",3146856195,https://media.zameen.com/thumbnails/212970860-800x600.jpeg
44747626,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",House,"Cantt, Karachi, Sindh",5,6,375,For Rent,155000,"Askari 5 is the best Residential Project in area which is becoming a central place in Karachi after the launch of Bahria Town, DCK, and Super Highway societies. 
It has the following FACILITIES -
State of the Art Security. 
Digital Entry system introduced for your friends and family s convenience. 
All brands are available inside Malir Cantt i. e. Imtiaz Superstore, KFC, Hardees, Dunkin Donuts, BBQ Tonite, J Dot, Khadi, Outfitters, Ideas, and many more. 
Zero Percent Crime Ratio. 
Best Roads Infrastructure even on Rainy days. 
All Physical activity clubs are available like Golf Course, Tennis Courts, Squash Courts, Swimming Pool, Badminton Courts, Basket Ball Courts, Futsal Courts, and many more.",3146856195,https://media.zameen.com/thumbnails/212968978-800x600.jpeg
44751858,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",3,5,233,For Rent,280000,"Emaar, The Developers Of Burj Khalifa And Masters Of Sea-front Development Brings You The Ultimate Luxury Community Living In Crescent Bay, Dha Phase 8 Ext. Karachi. 

Apartment Detail
 Coral Tower 
 3 bedrooms
 2100 sqft
 Partial Sea facing 
 Middle floor



Finishes
 High-level Ceilings In All Rooms
 High Quality Finishes Throughout
 Fitted Wardrobes In Each Bedroom
 Designer Fitted Kitchen
 Marble Kitchen Countertop
 Imported Stainless Steel Sink With Mixer Tap
 Porcelain Floor Tiles And Skirting
 Master Bathroom - Tempered Glass Shower Compartment And A 
 Bathtub With Double Vanities
 High Quality Imported Sanitary Fixtures And Fittings. 

Amenities
 Kids Play Area
 Multipurpose Hall
 Gymnasium
 Communal Barbecue Area
 Children Pool
 Outdoor Swimming Pool

Features
 Three High-speed Elevators For Each Tower
 One Service Lift Cargo
 Dedicated Car Parking
 Cctv Security In Common Areas
 Entry Phone System (intercom)
 High-speed Internet
 Mailbox For Each Apartment
 Voice Communications
 Fire Protection System For Every Floor And Car Park
 Maintenance And Facility Management Service
 External Clean And Sweep Service

Project Features 
 Spectacular Views Of The Sea And Landscaped Areas. 
 Sports Facilities And Jogging Tracks. 
 Beautifully Carved Park Walkways. 
 Dedicated Public Open Spaces Including The Promenade, Parks, And Plazas
 The Retail Area Includes Leisure Activities, Restaurants, And Convenience Stores
 Access To Private Beaches
 Car Off Areas At Entrances

Right Track Consultant Is The Authorized Dealer In Bahria Town Karachi, Dha City, Dha Defence, And Emaar Crescent Bay. 
for More Information Don't Hesitate To Call, We Also Do A Free Evaluation Of Your Property. 
Right Track Consultants - We Deliver Your Expectations.",3011129839,https://media.zameen.com/thumbnails/213312824-800x600.jpeg
44752231,"Emaar Pearl Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,4,180,For Rent,180000,"Emaar, The Developers Of Burj Khalifa And Masters Of Sea-front Development Brings You The Ultimate Luxury Community Living In Crescent Bay, Dha Phase 8 Ext. Karachi. 

Apartment Detail
 Pearl Tower 
 2 bedrooms
 1619 sq. ft
 Sea facing 
 Lower floor



finishes
 High-level Ceilings In All Rooms
 High Quality Finishes Throughout
 Fitted Wardrobes In Each Bedroom
 Designer Fitted Kitchen
 Marble Kitchen Countertop
 Imported Stainless Steel Sink With Mixer Tap
 Porcelain Floor Tiles And Skirting
 Master Bathroom - Tempered Glass Shower Compartment And A 
 Bathtub With Double Vanities
 High Quality Imported Sanitary Fixtures And Fittings. 

amenities
 Kids Play Area
 Multipurpose Hall
 Gymnasium
 Communal Barbecue Area
 Children Pool
 Outdoor Swimming Pool

features
 Three High-speed Elevators For Each Tower
 One Service Lift Cargo
 Dedicated Car Parking
 Cctv Security In Common Areas
 Entry Phone System (intercom)
 High-speed Internet
 Mailbox For Each Apartment
 Voice Communications
 Fire Protection System For Every Floor And Car Park
 Maintenance And Facility Management Service
 External Clean And Sweep Service

project Features 
 Spectacular Views Of The Sea And Landscaped Areas. 
 Sports Facilities And Jogging Tracks. 
 Beautifully Carved Park Walkways. 
 Dedicated Public Open Spaces Including The Promenade, Parks, And Plazas
 The Retail Area Includes Leisure Activities, Restaurants, And Convenience Stores
 Access To Private Beaches
 Car Off Areas At Entrances

Right Track Consultant Is The Authorized Dealer In Bahria Town Karachi, Dha City, Dha Defence, And Emaar Crescent Bay. 
for More Information Don't Hesitate To Call, We Also Do A Free Evaluation Of Your Property. 
Right Track Consultants - We Deliver Your Expectations.",3011129839,https://media.zameen.com/thumbnails/213315997-800x600.jpeg
44754401,"DHA Phase 4, DHA Defence, Karachi, Sindh",Upper Portion,"DHA Defence, Karachi, Sindh",3,3,1000,For Rent,158000,"Portion Having 3 Bedrooms With Attached Washrooms. 
Spacious Drawing, Dining and TV Lounge. 
Complete Marble Flooring . 
3 Car Parking Space and Also Seprate Water Tank. 
also having a Servant Quarter And a Big Spacious Roof. 
For Quick Response kindly call .",3352187327,https://media.zameen.com/thumbnails/213339531-800x600.jpeg
44756612,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",5,6,500,For Rent,450000,"Anwer Estate Is Offering 500 Sq Yards  Brand New House At A Very Eye-catching Price For Rent, At DHA Phase 5. The House Is Fully Tiled, All Fixtures And Fittings Are Imported. 

- 2 Plus 3 Bedrooms With Cupboards and Attached Bath
- Study Room
- Powder Washroom
- Drawing, Dining, Lounge
- Ground 1 Kitchen (Stylish Kitchen With Mini Kitchen and Store Room)
- Upper 1 Kitchen (Mini Kitchen and Store Room)
- 3 To 4 Car Parking Space 
- Centrally Air Conditioning
- Security System Installed
- 1 Servant Quarter Room With Washroom 
- Washing Area 
- Rooftop
- Tile Flooring
- Lush Green Garden 
- Strictly Brokers & Agents Will Not Be Entertained. 

Please feel free to call us if you need any further details. we request that only serious individuals contact us to make an immediate deal, and please do not forget to mention zameen. com when calling.",3332152500,https://media.zameen.com/thumbnails/213359533-800x600.jpeg
44758866,"Khalid Bin Walid Road, Karachi, Sindh",Flat,"Khalid Bin Walid Road, Karachi, Sindh",3,3,189,For Rent,75000,"Flat Available For Rent 

Having 3bedroom with attached bathrooms drawing dining lounge American kitchen with terrace 2 elevator and car parking. 

Location. Khalid. bin. waleed road

Sqft. 1700

Demand. 75.000 

Sameer 786 estate This Flat in Khalid Bin Walid Road is hard to ignore due to its matchless amenities. We can guarantee that no better property is available for rent in the entire locality. 1700 Square Feet is best to plan your dream home, so what are you waiting for. What could possibly get more better than a property priced at . Plus, it has features that you'd definitely love Your dream life awaits you in Khalid Bin Walid Road. A thriving lifestyle awaits you in Khalid Bin Walid Road's upcoming neighbourhoods. 

You can find out more about the property below. 
The apartment building provides an inviting ambiance with its spacious lobby and reception area. 
Owing to our hectic lifestyles, finding a well-furnished Flat is a blessing in itself. 
After a tiring day, you can relax in the community lawn close to the Flat. 
With easy access to nearby facilities, along with broadband internet, enjoy a comfortable lifestyle here. 
This house comes complete with a dedicated drawing room, letting you entertain guests easily. 
Having a kids play area adjoining the property is a relief for parents of hyperactive kids. 
ATM machines are installed within the gated community in the commercial centre for ease of residents. 


For more details on the property, contact us today.",3022766395,https://media.zameen.com/thumbnails/213379677-800x600.jpeg
44762259,"Clifton - Block 4, Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",3,3,222,For Rent,92000,"2000 Square Feet, 3 Bedrooms with Attached Washrooms, Tiles Floor
Drawing and Dining, Lounge, Kitchen, Stand by Generator, CCTV Cam
4th Floor, Elevator, Car Parking, Near Hypestar, Chappal Ocean Tower
Block 4 Clifton, Near Bilawal House, Fully Renovated just Like New
Best Ceilings Design, Best Architect, Best Washrooms Designs, Ready to Move, Very Reasonable Rent Demand.",3460094869,https://media.zameen.com/thumbnails/213399347-800x600.jpeg
44766734,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",Upper Portion,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,111,For Rent,30000,"Gulshan Block 13 , Near Madina Masjid 13d1, 
1000 sqft First Floor Portion
2 Bed drawing lounge American kitchen Terrace
24 hours Sweet Water and Electricity Near to Main Road Market Masjid Park
Need single Small Family",3337917493,https://media.zameen.com/thumbnails/213436796-800x600.jpeg
44767783,"Clifton - Block 4, Clifton, Karachi, Sindh",Flat,"Clifton, Karachi, Sindh",4,5,300,For Rent,185000,"Brand New Duplex Apartment for Rent
Clifton block 4

Ruveria 70 
1+3 Planning
Drawing Dining 
Lounge
Maid Room
Lifts
Car Parking
Stand by generator
Indoor Games
Pool
Play area
Rent 185k negotiable",3323420209,https://media.zameen.com/thumbnails/213446772-800x600.jpeg
44768095,"Bath Island, Karachi, Sindh",Flat,"Bath Island, Karachi, Sindh",4,5,267,For Rent,200000,"Aisha Towers 
4 Bedrooms with Attached bathroom
Apartment For rent 

Aisha Tower  
4 bedroom 
Drawing Room 
Dining room 
lounge sitting area 
American kitchen 
With all modern facilities 
Gym 
Play area 
Masjid 
Servant room 
Parking space 
Security system This Flat has good value for money. Yes, you heard right. rent this property before its too late. If 2400 Square Feet Flat is what you are looking for, this is it. A property valued at  at a prime location is something you should grab before someone else. Bath Island is known for the best property options. Bath Island is full of opportunities and places to live. 

These features below will convince you why this property is right for you. 
Children can make new friends at the kids' play area adjoining the Flat. 
Your meal prep can become easier with a communal kitchen in the building. 
You can relax whenever you want with access to the Jacuzzi. 
Your close friends can be seated in the cosy sitting room that comes with this Flat. 
Feeling stressed? Simply step into the steam room that is part of the Flat for a few minutes. 
This Flat has a beautiful Jamiah mosque located at walking distance from it. 
The Flat has central heating which is convenient to use as per use. 


You can contact us today to have all your doubts cleared.",3002941650,https://media.zameen.com/thumbnails/213458702-800x600.jpeg
44768906,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",3,4,100,For Rent,140000,"BUNGALOW ON RENT 
DHA PHASE 8

100 YARDS SQUARE YARDS
BRAND NEW BUNGALOW

3 BEDROOMS WITH FULL BASEMENT
Drawing Room with Powder Washroom 
Beautiful Design Kitchen

You Can Contact Us By E-Mail, Call Or Whatsapp",3217311000,https://media.zameen.com/thumbnails/213457542-800x600.jpeg
44769427,"Saima Presidency, Malir Cantonment, Cantt, Karachi, Sindh",House,"Cantt, Karachi, Sindh",0,0,267,For Rent,65000,"Duplex For Rent With Roof A House in Saima Presidency is the best one you can find so book it before it's gone. rent this property right now because this won't stay on offer for long. Take your pick from our inventory of a perfect 2400 Square Feet property. Get your ideal House on a special price of . A House in Saima Presidency comes with many benefits, prime among which is the ease of access to public transport and facilities. Book your dream property in Karachi now. 

The following property features will tell you what makes it special. 
Differently-abled people will find this House easy to navigate, as it is developed to incorporate their needs. 
Having double glazed windows in the House not only maintains the temperature inside but also provides better protection. 
The premises is well-guarded with an active and vigilant security services staff that is available seven days a week. 
Having a mosque nearby is a blessing and you can conveniently reach it in a few minutes. 
Your body pain can vanish, with a quick session in the Jacuzzi. 
Mealtime with families or entertaining guests, the house's large dining room solves all problems. 
This House comes with a spacious laundry area so that you can do the washing without having to worry about noise and mess. 


We are just a phone call away, contact us now!",3327698983,https://media.zameen.com/thumbnails/213464059-800x600.jpeg
44771130,"DHA Phase 8, DHA Defence, Karachi, Sindh",Lower Portion,"DHA Defence, Karachi, Sindh",3,4,500,For Rent,200000,"DHA PHASE VIII ZULFIQAR STREETS

PORTION FOR RENT 

500 YARDS BANGLOW 
GROUND FLOOR 

3 BEDROOMS 
DRAWING DAINING 
LOUNGE KITCHEN 
POWDER WASHROOM 
SERVENT QUARTER 

1 CAR PARKING 

200K FINAL RENT

You Can Contact Us By E-mail, Call Or Whats-app
we Are Available 24 7, So Don T Hesitate To Contact Us.",3217311000,https://media.zameen.com/thumbnails/213481530-800x600.jpeg
44773773,"DHA Phase 6, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",6,6,500,For Rent,310000,"500yrds banglow for rent in DHA phase 6 bukhari 
3+3 bedrooms with attached bathroom built in cupboards, 2 drawing, 2 dining, 2 lounged, 2 American style kitchens with 1 dirty kitchen, FULL BASEMENT , powder washroom, store room, proper 2 unit, 5,6 car parking, marble flooring, fully newly renovated, servant room with washroom, guard room, most prime & peaceful location 24/7 security 

for residential & commercial use 
OLD PICTURES POSTED 
our firm will charge 1 month rent COMMISSION !!!!",3342236447,https://media.zameen.com/thumbnails/213503002-800x600.jpeg
44773990,"Emaar Pearl Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",3,4,272,For Rent,180000,"3 Bedroom Apartment Available For Rent In Emaar Pearl Tower

3 Bedroom
2448 sqft net
Sea Facing

Finishes
High level ceilings in all rooms
High quality finishes throughout
Fitted wardrobes in each bedroom
Designer fitted kitchen
Marble kitchen counter top
Porcelain floor tiles and skirting",3008612003,https://media.zameen.com/thumbnails/213504633-800x600.jpeg
44774711,"Emaar Reef Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",3,4,243,For Rent,180000,"Three Bedroom Apartment Available For Rent In Emaar Reef Tower

3 Bedroom
2190sqft net
Sea Facing

Finishes
High level ceilings in all rooms
High quality finishes throughout
Fitted wardrobes in each bedroom
Designer fitted kitchen
Marble kitchen counter top
Porcelain floor tiles and skirting",3008612003,https://media.zameen.com/thumbnails/213510745-800x600.jpeg
44775238,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",3,4,243,For Rent,170000,"3 Bedroom Apartment Available For Rent In Emaar Coral Tower

3 Bedroom
Sea Facing
Coral Tower

Finishes
High level ceilings in all rooms
High quality finishes throughout
Fitted wardrobes in each bedroom
Designer fitted kitchen
Marble kitchen counter top
Porcelain floor tiles and skirting",3008612003,https://media.zameen.com/thumbnails/213516977-800x600.jpeg
44775407,"Emaar Reef Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",4,5,292,For Rent,350000,"4 Bedroom Fully Furnished Apartment Available For Rent In Emaar Reef Tower

4 Bedroom
Fully Furnished
Reef Tower

Finishes
High level ceilings in all rooms
High quality finishes throughout
Fitted wardrobes in each bedroom
Designer fitted kitchen
Marble kitchen counter top
Porcelain floor tiles and skirting",3008612003,https://media.zameen.com/thumbnails/213518227-800x600.jpeg
44781102,"DHA Phase 5, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",4,4,500,For Rent,350000,500 yd House for rent,3421120740,https://media.zameen.com/thumbnails/213557274-800x600.jpeg
44782641,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,"Cantt, Karachi, Sindh",3,4,300,For Rent,85000,"Askari 5 is the best Residential Project in area which is becoming a central place in Karachi after the launch of Bahria Town, DCK and Super Highway societies. It has following FACILITIES -
1. State of the Art Security. 
2. Digital Entry system introduced for your friends and family s convenience. 
3. All brands available inside Malir cantt i. e Imtiaz Superstore, KFC, Hardies, Dunkin Donuts, BBQ Tonite, J Dot, Khadi , Outfitters, Ideas and many more. 
4. Zero Percent Crime Ratio. 
5. Best Roads Infrastructure even in the Rainy days. 
6. All Physical activities clubs available like Golf Course, Tennis Courts, Squash Courts, Swimming Pool, Badminton Courts, Basket Ball Courts, Futsal Courts and many more",3146856195,https://media.zameen.com/thumbnails/213570225-800x600.jpeg
44782822,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",Flat,"Cantt, Karachi, Sindh",3,4,300,For Rent,90000,"Askari 5 is the best Residential Project in area which is becoming a central place in Karachi after the launch of Bahria Town, DCK and Super Highway societies. It has following FACILITIES -
1. State of the Art Security. 
2. Digital Entry system introduced for your friends and family s convenience. 
3. All brands available inside Malir cantt i. e Imtiaz Superstore, KFC, Hardies, Dunkin Donuts, BBQ Tonite, J Dot, Khadi , Outfitters, Ideas and many more. 
4. Zero Percent Crime Ratio. 
5. Best Roads Infrastructure even in the Rainy days. 
6. All Physical activities clubs available like Golf Course, Tennis Courts, Squash Courts, Swimming Pool, Badminton Courts, Basket Ball Courts, Futsal Courts and many more",3146856195,https://media.zameen.com/thumbnails/213572057-800x600.jpeg
44782842,"Saima Elite Villas, Malir, Karachi, Sindh",House,"Malir, Karachi, Sindh",3,3,120,For Rent,50000,"Saima Elite Villas 
Boundary Wall Project 
Luxury Elevation Banglow
Brand New Villas for Sale And Rent 
Ready For Possession 
Most Prime Location In Scheme 33 
160 Sqr Yrd Banglow for Rent 
120 Sqr Yrd Banglow for Rent 
240 Sqr Yrd Banglow for Rent 
3 bedroom With Attached Bath 
One Big Room On First Floor 
Big Rooftop 
Terrace in Front Elevation 
Own Banglow Car Parking 
All Street Have 40 Feet Road 
Six Parks in Society 
Surrounding Area in Elite Society 
Beautiful Mosque (Work In Process) 
Gymnasium (Work In Process)
Swimming Pool (Work In Process)
Gated Security 

The Project is Nearest to School and Hospital or a Super Market Bin Safir. and Nearest to Bank and Mini Market. . 
 
Location :

Scheme 33 Sector 34/A Opposite To Memon Hospital Near to Saffora Chowk Karachi. . . 

For Further Details Plz Contact. . 
Noman Ahmed 
   S. K Estate.",3000866598,https://media.zameen.com/thumbnails/213572357-800x600.jpeg
44785163,"Emaar Reef Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,3,182,For Rent,175000,"2 Bedroom Apartment Available For Rent In Emaar Reef Tower

2 Bedroom
Higher Floor
Pool + Sea Facing

Finishes
High level ceilings in all rooms
High quality finishes throughout
Fitted wardrobes in each bedroom
Designer fitted kitchen
Marble kitchen counter top
Porcelain floor tiles and skirting",3008612003,https://media.zameen.com/thumbnails/213592280-800x600.jpeg
44786275,"Creek Vista, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",3,4,361,For Rent,175000,"3 Bedroom Apartment Available For Rent In Creek Vista

3250 sqft net
Higher Floor

Look no further as we have listed the best Flat just for you! A good rental unit such as this one is hard to come by, so make haste before you lose it. Purchasing this 3250 Square Feet Flat is a decision you will not regret. Price of PKR Rs. 175,000 is reasonable for property at this location. Creek Vista is ranking among the top in terms of accessible and safety, so book your property today. Karachi is offering a good number of options through which you can experience the urban life at its best. 

Following are some of the notable features of this property. 
The society's waste disposal system ensures cleanliness at all times. 
The property comes with a separate dining parlor that will become a family private space to have routine discussions over shared meals. 
Stay healthy and warm indoors during winters with the central heating system in your Flat. 
The gated community comes with a commercial centre where you can find ATM machines as well. 
You can easily offer your five daily prayers in the prayer room that is part of the Flat. 
A separate study room in the Flat is like paradise on earth for all the readers and artists out there. 
Now you don't have to think twice about space before hosting a party due to the spacious lounge area that comes with this Flat. 


For more information about the property, you can contact us on the given numbers.",3008612003,https://media.zameen.com/thumbnails/213604439-800x600.jpeg
44787572,"DHA Phase 8, DHA Defence, Karachi, Sindh",Lower Portion,"DHA Defence, Karachi, Sindh",3,2,500,For Rent,160000,"2 bedrooms with attached bath 1 study 1 maid room drawing dining 
2 car parking space K- electric meter separate ssgc bill and water tanker on sharing 
Suitable for small family",923000000000,https://media.zameen.com/thumbnails/213618330-800x600.jpeg
44790597,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,2,222,For Rent,350000,"Beautiful 2 Bedrooms Fully Furnished Apartment Available For Rent In Emaar Pearl Tower 1 At A Reasonable Price 
full Sea Facing View With Dolmen View",3007272986,https://media.zameen.com/thumbnails/213646497-800x600.jpeg
44792079,"Scheme 33, Karachi, Sindh",Flat,"Scheme 33, Karachi, Sindh",2,2,72,For Rent,20000,"MEHRAN TOWERS
650 SQ. FT. 
2 BED LOUNGE
3RD FLOOR
CORNER
ROAD FACING
CAR PARKING
ELECTRICITY, SWEET WATER & SUI GAS AVAILABLE
STANDBY GENERATOR
PASSENGER LIFT

RENT 20,000 & MAINTENANCE 5,000
POLICE VERIFICATION COMPULSORY
ONLY FOR WELL EDUCATED & DECENT FAMILIES
NOT FOR BACHELORS

IF YOU ARE INTERESTED SO FEEL FREE TO CONTACT US FOR VISIT & FOR FURTHER DETAILS",3170025513,https://media.zameen.com/thumbnails/213658937-800x600.jpeg
44793709,"DHA Phase 8, DHA Defence, Karachi, Sindh",House,"DHA Defence, Karachi, Sindh",7,6,1000,For Rent,1000000,"Available For Rent 

Located in DHA Phase 8 
1000 sq. yards 
7 bedrooms with attached bath
Drawing Room 
Dining Room 
Spacious Lounge 
Marble Flooring 
Swimming Pool 
4 Servant Quarters 
1 Guard Room",3333897672,https://media.zameen.com/thumbnails/213671155-800x600.jpeg
44793912,"DHA Phase 8 - Zone A, DHA Phase 8, DHA Defence, Karachi, Sindh",Lower Portion,"DHA Defence, Karachi, Sindh",3,4,500,For Rent,200000,"500 YARDS BRAND NEW GROUND PORTION AVAILABLE FOR RENT DHA PHASE 8 

3BEDROOM
DRAWING 
DINING 
HUGE LOUNGE 
AMERICAN KITCHEN  
POWDER ROOM 
SERVANT ROOM 
SEPARATE ELE METER 
SEPARATE GAS METER 
TILE FLOORING
RENT DEMAND 200K (NEGOTIABLE)",3092712006,https://media.zameen.com/thumbnails/213672434-800x600.jpeg
44796421,"DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",Flat,"DHA Defence, Karachi, Sindh",2,2,100,For Rent,35010,"900 Square Feet
35 Thousand
Location sunset Dha phase 2 Extension
3rd Floor
2 Bedrooms With attach bath Drawing Room
Dining room
Stylish Kitchen
Lounge Sitting Area
Play Area
Carparking
Store room You can book your Flat today at an ideal price of PKR . You have the time to book this property before someone else scores it. Take your pick from our inventory of a perfect 900 Square Feet property. PKR  is the best price for property right now, so hurry up before it is too late. Settling down in DHA Phase 2 Extension can be the beginning of a comfortable and luxurious life. We help your dream property in Karachi. 

You can read the notable property features below. 
Having a community swimming pool is an amenity that everyone can enjoy. 
A well-fitted powder room is one of the best features of this residence. 
Sit back and relax in your very own Jacuzzi. 
Double-glazed windows in the Flat adds to the design of the property. 
Relax in the lounging area that comes with this property. 
Not to worry if you cannot wash loads of clothes, as there is a laundry nearby. 
On-duty security services ensure the building stays well-protected. 


Contact us for booking details and information.",3219251147,https://media.zameen.com/thumbnails/213742885-800x600.jpeg
44797203,"Navy Housing Scheme Karsaz, Karachi, Sindh",House,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,6,350,For Rent,250000,"An A-class House is available so make use of the offer right now. Finding rental property can be difficult but with our options you can surely settle on something. One look at 350 Square Yards property and you'll know it's the best, so book your appointment today. A property valued at PKR  is the best offer you can find, so take action before it is too late. This property in Navy Housing Scheme Karsaz can be a good selection to cater to your needs. Countless options are available in Navy Housing Scheme Karsaz if you're planning to change houses or move there. 

You can read the property features below. 
In the House you can find a laundry room that is perfect for your washing needs. 
The House has a prayer room as well, which you can utilize any way you like. 
The House is smartly designed to include a study room with all the ergonomics in place. 
Have too many guests to entertain at one time? This property is exactly what you need with its large and beautifully designed drawing room. 
The property has a lounging area to allow you some breathing room. 
A separate and spacious dining room gives this property a potential for increased value in the future. 
The steam room in the House helps you detox and makes you feel fresh afterwards. 


Looking for property advice? We are to help you navigate the world of property.",3151203324,https://media.zameen.com/thumbnails/213689664-800x600.jpeg
44797974,"DOHS Phase 2, Malir Cantonment, Cantt, Karachi, Sindh",Lower Portion,"Cantt, Karachi, Sindh",4,5,500,For Rent,130000,"4 bed room
parking 2

Let us know if Need help in narrowing down popular areas for Lower Portion in DOHS Phase 2. Renting a property has never been this easy! Avail the opportunity to find the best 4500 Square Feet property for you and your family. A property valued at PKR Rs. 130,000 is the best offer you can find, so take action before it is too late. The location of DOHS Phase 2 is a highly demanded one which makes it an opportunity for all. It's high time to move to Karachi with tonnes of new opportunities. 

You can find out more about the property below. 
A barbeque area also adjoins the place and is perfect to entertain small gatherings. 
This Lower Portion comes with a sizeable dining room where you can have family meals together. 
Let your troubles melt away by relaxing in this Jacuzzi. 
One of the distinguishing features of the property is its spacious powder room. 
A spacious study room can be your answer to setting up a home library and office. 
The Lower Portion comes furnished which you may or not change depending on your own taste. 
Double-glazed windows provide better protection to home interiors through superior insulation. 


No matter what your property queries are, contact us to get the best answers.",3146856195,https://media.zameen.com/thumbnails/214047894-800x600.jpeg
